S U I V I    D E S    V I S A S     - LOT 31 à 34  -   IN  - BX -  CFO - BENTIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045624;LUMINAIRE TYPE P5;23/2/2026;I031;MAT;45 624;A;TX;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045624;LUMINAIRE TYPE P5;27/2/2026;I031;MAT;45 624;A;TX;pdf;;;27/02/26;X;14/03/26;VAO;;;;;;;18/03/26;;VAO;;;;;;;;;;"EGIS : VAO
-         Ce luminaire a déjà été visé en tant que base, les remarques n’ont pas été prises en compte :
o  P3/6 : il manque les lettres dans le texte,
o  Puissance : parfois 36, des fois 66W ?
o  Sous réserve de validation de la NDC d’éclairement,
-         Indiquer la localisation,
-         Sous réserve de validation du MOA, de l’architecte et d’acceptation de l’échantillon."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045630;DETECTEUR DE PRESENCE CIRCULATION PK;23/2/2026;I031;MAT;45 630;A;TX;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045630;DETECTEUR DE PRESENCE CIRCULATION PK;27/2/2026;I031;MAT;45 630;A;TX;pdf;;;27/02/26;X;14/03/26;VAO;;;;30/03/26;;VAO;27/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
- Si les luminaires Visioled sont installés avec la détection intégré, à quoi servent ces détecteurs ?
- Sinon :
o  Pourquoi il est prévu uniquement le détecteur esclave ?
o  Privilégier l’appareillage étanche dans le PK,
o  Que veut dire « Aucune Temporisation « ?
o  La quantité de détecteurs doit assurer une bonne couverture en tout point,
o  Sous réserve de validation de l’échantillon.
MOX : VAO
Préciser leurs localisations.
Si ces DP sont dans l'espace de circulation sur les CDC, prévoir des DP en finition anodisé (si possible)"
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045631;DETECTEUR DE PRESENCE ESCALIERS;23/2/2026;I031;MAT;45 631;A;TX;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045631;DP ESCALIERS PK;6/3/2026;I031;MAT;45 631;A;TX;pdf;;;06/03/26;X;21/03/26;VAO;;;;30/03/26;;VSO.;27/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
- Si les luminaires Visioled sont installés avec la détection intégré, à quoi servent ces détecteurs ?
- Sinon :
o  La quantité de détecteurs doit assurer une bonne couverture en tout point,
o  Sous réserve de validation de l’échantillon.
MOX : VSO
selon échanges en réunion de présentation échantillons"
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045632;DETECTEUR DE PRESENCE LOCAUX TECHNIQUES;23/2/2026;I031;MAT;45 632;A;S1;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045632;DETECTEUR DE PRESENCE LOCAUX TECHNIQUES;6/3/2026;I031;MAT;45 632;A;S1;pdf;;;06/03/26;X;21/03/26;VAO;;;;18/03/26;;VSO.;27/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         La quantité de détecteurs doit assurer une bonne couverture en tout point,
-         Puisque le détecteur n’est pas à 360°, son emplacement dans les locaux techniques doit permettre une détection efficace,
-         Sous réserve de validation de l’échantillon."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045633;DETECTEUR DE PRESENCE SANITAIRES;23/2/2026;I031;MAT;45 633;A;S1;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045633;DETECTEUR DE PRESENCE SANITAIRES;6/3/2026;I031;MAT;45 633;A;S1;pdf;;;06/03/26;X;21/03/26;VAO;;;;1803/2026;;VAO;27/3/2026;;VSO;;;;;;;;;;"MOX : VAO
sous réserve avis Egis
EGIS : VSO
-         Sous réserve de validation de l’échantillon."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045640;BAES & BA;23/2/2026;I031;MAT;45 640;A;TX;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045640;BAES & BA;27/2/2026;I031;MAT;45 640;A;TX;pdf;;;27/02/26;X;14/03/26;VAO;;;;;;;27/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         Indiquer que le BAES est prévu pour le PK, en partie haute mais aussi en partie basse,
-         Supprimer la dernière page (avec bloc d’ambiance qui est présenté dans la FIP 045641),
-         Proposer minimum IP55 et non pas IP42, comme dans la première FIP fournie
-         Sous réserve de validation de l’échantillon."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045641;BAPI;23/2/2026;I031;MAT;45 641;A;S1;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045641;BA EAS INFRA;6/3/2026;I031;MAT;45 641;A;S1;pdf;;;06/03/26;X;21/03/26;VAO;;;;;;;27/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         Privilégier minimum IP55 et non pas IP42,
-         Sous réserve de validation de l’échantillon."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045642;BAPI;27/2/2026;I031;MAT;45 642;A;S1;pdf;;;27/02/26;X;14/03/26;VAO;;;;11/03/26;;VAO;27/3/2026;;VSO;;;;;;;;;;"MOX : VAO
sous réserve de :
localisation à préciser
avis BCT et BE"
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045650;PRISE DE COURANT ETANCHE;23/2/2026;I031;MAT;45 650;A;TX;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045650;PRISE DE COURANT ETANCHE;27/2/2026;I031;MAT;45 650;A;TX;pdf;;;27/02/26;X;14/03/26;VAO;;;;17/03/26;;VSO.;27/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         Préciser l’emplacement exacte, 
-         Le CCTP demande l’appareillage PLEXO encastré dans les LT,
-         La couleur sous réserve de validation de l’architecte,
-         Sous réserve de validation de l’échantillon."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045651;PRISE DE COURANT NORMAL;23/2/2026;I031;MAT;45 651;A;TX;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045651;PRISE DE COURANT NORMAL;27/2/2026;I031;MAT;45 651;A;TX;pdf;;;27/02/26;X;14/03/26;VAO;;;;17/03/26;;VSO.;27/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         Où seront installées les prises commandées sans fil (Ref 0 777 34L) ?
-         Quid PC ondulée en goulotte (rouges ?)
-         Sous réserve de validation de l’échantillon."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045652;GOULLOTTE;23/2/2026;I031;MAT;45 652;A;S1;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_TX_045652;INTERRUPTEUR_VV_ETANCHE;27/2/2026;I031;MAT;45 652;A;TX;pdf;;;27/02/26;X;14/03/26;VAO;;;;18/03/26;;VAO;27/03/2026;;VAO;;;;;;;;;;"MOX : VAO
préciser les localisations
EGIS : VAO
-         Préciser l’emplacement exacte, 
-         Le CCTP demande l’appareillage PLEXO encastré dans les LT,
-         La couleur sous réserve de validation de l’architecte,
-         Sous réserve de validation de l’échantillon."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045654;GOULLOTTE;27/2/2026;I031;MAT;45 654;A;S1;pdf;;;27/02/26;X;14/03/26;REF;;;;30/03/26;;REF;27/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         En attente de validation de la FTM 027 (le marché demande une goulotte 3 compartiments et non pas 2),
-         Sous réserve de validation de l’échantillon.
MOX : REF
Où sont situées ces goulottes? Dans les espaces de parking, les goulottes doivent être en aluminium anodisé"
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045660;ONDULEUR 15 KVA;23/2/2026;I031;MAT;45 660;A;S1;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045660;ONDULEUR 15 KVA;6/3/2026;I031;MAT;45 660;A;S1;pdf;;;06/03/26;X;21/03/26;REF;;;;17/3/2026;;.HM;27/3/2026;;REF;;;;;;;;;;"EGIS : REF
-         Présenter le bilan de puissance des installations ondulées,
-         Cet onduleur est-il prévu dans la production commune ou pour la VDP ?
-         L’onduleur est appelé 15kVA et la puissance entourée est de 20kVA, mettre en cohérence,
-         Indiquer l’autonomie (le CCTP demande 30 min),
-         Indiquer le type de batteries."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045661;BATTERIES DE CONDENSATEURS;23/2/2026;I031;MAT;45 661;A;S1;pdf;1;;23/02/26;X;10/03/26;;24/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de chaque produit, veuillez utiliser la page de garde propre à cet usage. Une fiche type d'échantillon se trouve dans la GED sous le nom : ""P17&CO-T2-Echantillons-Fiche type-V0""."
P17_T2_IN_EXE_BEN_CFO_I031_MAT_IZ_S1_045661;BATTERIES DE CONDENSATEURS;6/3/2026;I031;MAT;45 661;A;S1;pdf;;;06/03/26;X;21/03/26;VAO;;;;17/03/26;;.HM;27/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
-         Préciser s’il s’agit de la batterie pour la production commune ?
-         Confirmer qu’il s’agit du mode opératoire automatique,
-         Choisir une batterie avec la fréquence de réglage de 210Hz au lieu de 189Hz."
P17_T2_IN_EXE_BEN_SSI_I034_LST_IZ_TX_047000;Liste prévisionnelle des Documents d'Execution Infrastructure SSI;24/2/2026;I034;MAT;47 000;A;TX;pdf;;;24/02/26;X;11/03/26;;25/02/26;"SAS
REF";;;;;;;;;;;;;;;;;"SAS : REF
Pour le partage de la liste prévisionnelle, Il faut utiliser le formulaire type qui se trouve dans la GED sous le nom : ""P17&CO-T2-Bordereau de Transmission-V0.pdf"""
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_SSI_I033_MAT_IZ_TX_047300;DM;9/3/2026;I033;MAT;47 300;A;TX;pdf;;;09/03/26;X;24/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_SSI_I033_MAT_IZ_TX_047301;BAAL;9/3/2026;I033;MAT;47 301;A;TX;pdf;;;09/03/26;X;24/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_SSI_I033_MAT_IZ_TX_047303;BAASL;9/3/2026;I033;MAT;47 303;A;TX;pdf;;;09/03/26;X;24/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_SSI_I033_MAT_IZ_R0_047304;PANNEAU ENTREE INTERDITE;9/3/2026;I033;MAT;47 304;A;R0;pdf;;;09/03/26;X;24/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_IN_EXE_BEN_SSI_I033_MAT_IZ_TX_047305;SYSTÈME DAD AUTONOME;9/3/2026;I033;MAT;47 305;A;R0;pdf;;;09/03/26;X;24/03/26;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_NDC_BZ_S1_145230;NDC E SS1;9/3/2026;B031;NDC;145 230;A;S1;pdf;;;09/03/26;X;24/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_NDC_BZ_R0_145231;NDC E RDC;9/3/2026;B031;NDC;145 231;A;R0;pdf;;;09/03/26;X;24/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_NDC_BZ_R1_145232;NDC E R+1;9/3/2026;B031;NDC;145 232;A;R1;pdf;;;09/03/26;X;24/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_NDC_BZ_R2_145233;NDC E R+2;9/3/2026;B031;NDC;145 233;A;R2;pdf;;;09/03/26;X;24/03/26;REF;;;;;;;25/2/2026;;REF;;;;18/11/2025;;HM;16/02/26;;VSO;"EGIS : REF
VISAS REF pour principe de prudence. La référence du présent document est caduque et sera reprise par l'Entreprise sur demande MOEX pour rediffusion suivant une nouvelle numérotation de la liste de diffusion. Le VISA MOE sera fait sur la nouvelle numérotation. L’Entreprise doit joindre pour chaque document rediffusé les anciens VISAS pour suivi, avec le statut et l’observation associée, au-dessus du cartouche ou en folio complémentaire.
SOCOTEC : VSO
Avis favorable sur la distribution proposée"
P17_T2_BX_EXE_BEN_CFO_B031_NDC_BZ_R3_145234;NDC E R+3;9/3/2026;B031;NDC;145 234;A;R3;pdf;;;09/03/26;X;24/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_NDC_BZ_R4_145235;NDC E R+4;9/3/2026;B031;NDC;145 235;A;R4;pdf;;;09/03/26;X;24/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_NDC_BZ_R5_145236;NDC E R+5;9/3/2026;B031;NDC;145 236;A;R5;pdf;;;09/03/26;X;24/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_NDC_BZ_R6_145237;NDC E R+6;9/3/2026;B031;NDC;145 237;A;R6;pdf;;;09/03/26;X;24/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_NDC_BZ_R7_145238;NDC E R+7;9/3/2026;B031;NDC;145 238;A;R7;pdf;;;09/03/26;X;24/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R0_145501;PLAN CDC CFO-CFA-SSI RDC;24/3/2026;B031;PLN;145 501;A;TX;pdf;;;24/03/26;X;08/04/26;REF;;;;;;;31/3/2026;;REF;;;;;;;;;;"EGIS : REF
·      Eviter de passer les CDC dans les locaux à risques, comme local déchets (axes B6 -BC), ou bien prévoir une gaine CF (voir avec le bureau de contrôle),
·      Le passage des réseaux dans les escaliers encloisonnés doit être encoffré CF (sauf pour les réseaux à destination de l’escalier). Fait pour l’escalier B2. Quid le passage dans l’escalier B3 ?
·      A quoi sert le CDC CFO Bureaux dans le hall ? S’il sert à alimenter le PCS, ça doit être le CDC SGX. Peut-il venir au PCS depuis la circulation axes B4-B5 ?
·      Si nécessaire, un CDC SGX doit être rajouté dans le hall pour la distribution du hall. Le CDC SGX qui y passe est un CDC dévoyé, il semble avoir une autre utilité,
·      Pourquoi couleur violette (CDC Cfa et SSI) dans le poste HTA PK ?
·      Veuillez fournir la note de dimensionnement de chemins de câbles en prenant en compte les 30% de réserves,
·      Indiquer les descentes/remontées entre poste de livraison et le SS1 (HTA),
·      Commerces :
Si les TD commerces ne sont pas prévus, l’indiquer sur le plan, par exemple « Hors lot CFO »,
Pourquoi vers un TD commerce, il y a un CDC qui arrive et à l’autre non, uniformiser, prévoir au moins un CDC jusque chaque commerce, coordonner avec le MOA et la MOEX,
Valider avec le bureau de contrôle la non-séparation CF des cheminements prévus pour alimentation des commerces par rapport aux bureaux,
Indiquer le principe de cheminement pour les commerces (un CDC séparé ? commun avec CDC bureaux ou SGX ?) .
·      Merci de représenter les cheminements jusqu'au droit de toutes les armoires ainsi que les descentes ou remontées vers celles-ci. Par exemple, le CDC CFO Bureaux n’arrive pas au TD Incubateur RDC,
·      TD Commerces :
·      La couleur des TD commerce ne correspond pas à celle de la légende. Le corriger.
·      Le CDC CFO PB : Confirmer la présente du plancher bas,
·      PM : Sous réserve de validation de la synthèse,
·      PM : Les chemins de câbles CFO et Cfa doivent être écartés de 30cm,
·      PM : Sous réserve de fourniture et validation des fiches produits des matériels"
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R1_145502;PLAN CDC CFO-CFA-SSI R+1;24/3/2026;B031;PLN;145 502;A;TX;pdf;;;24/03/26;X;08/04/26;VAO;;;;;;;31/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
Veuillez fournir la note de dimensionnement de chemins de câbles en prenant en compte les 30% de réserves,
Le CDC CFO en faux plancher doit être de 30cm,
Appeler les TD avec les noms correspondant au synoptique (ex., TD CFO BX R+1_1),
Indiquer l’ouverture des gaines Cfa/ SGX/SSI/ OPE2 dans la circulation centrale,
Y-a-t-il un lien à prévoir entre la gaine OPE2 et le local VDI ?
Aucun CDC SSI n’est prévu horizontalement. Si un câblage SSI existe sur le plateau, indiquer par quel CDC il est distribué,
Prévoir les fourreaux pour le passage des câbles aux endroits d’interruption des CDC,
Où passe le CDC sono, prévu dans la légende ?
PM : Sous réserve de validation de la synthèse,
PM : Les chemins de câbles CFO et Cfa doivent être écartés de 30cm,
PM : Sous réserve de fourniture et validation des fiches produits des matériels"
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R2_145503;PLAN CDC CFO-CFA-SSI R+2;24/3/2026;B031;PLN;145 503;A;TX;pdf;;;24/03/26;X;08/04/26;VAO;;;;;;;31/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
Veuillez fournir la note de dimensionnement de chemins de câbles en prenant en compte les 30% de réserves,
Le CDC CFO en faux plancher doit être de 30cm,
Appeler les TD avec les noms correspondant au synoptique (ex., TD CFO BX R+1_1),
Indiquer l’ouverture des gaines Cfa/ SGX/SSI/ OPE2 dans la circulation centrale,
Y-a-t-il un lien à prévoir entre la gaine OPE2 et le local VDI ?
Aucun CDC SSI n’est prévu horizontalement. Si un câblage SSI existe sur le plateau, indiquer par quel CDC il est distribué,
Prévoir les fourreaux pour le passage des câbles aux endroits d’interruption des CDC,
Où passe le CDC sono, prévu dans la légende ?
PM : Sous réserve de validation de la synthèse,
PM : Les chemins de câbles CFO et Cfa doivent être écartés de 30cm,
PM : Sous réserve de fourniture et validation des fiches produits des matériels"
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R3_145504;PLAN CDC CFO-CFA-SSI R+3;24/3/2026;B031;PLN;145 504;A;TX;pdf;;;24/03/26;X;08/04/26;VAO;;;;;;;31/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
Veuillez fournir la note de dimensionnement de chemins de câbles en prenant en compte les 30% de réserves,
Le CDC CFO en faux plancher doit être de 30cm,
Appeler les TD avec les noms correspondant au synoptique (ex., TD CFO BX R+1_1),
Indiquer l’ouverture des gaines Cfa/ SGX/SSI/ OPE2 dans la circulation centrale,
Y-a-t-il un lien à prévoir entre la gaine OPE2 et le local VDI ?
Aucun CDC SSI n’est prévu horizontalement. Si un câblage SSI existe sur le plateau, indiquer par quel CDC il est distribué,
Prévoir les fourreaux pour le passage des câbles aux endroits d’interruption des CDC,
Où passe le CDC sono, prévu dans la légende ?
PM : Sous réserve de validation de la synthèse,
PM : Les chemins de câbles CFO et Cfa doivent être écartés de 30cm,
PM : Sous réserve de fourniture et validation des fiches produits des matériels"
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R4_145505;PLAN CDC CFO-CFA-SSI R+4;24/3/2026;B031;PLN;145 505;A;TX;pdf;;;24/03/26;X;08/04/26;VAO;;;;;;;31/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
Veuillez fournir la note de dimensionnement de chemins de câbles en prenant en compte les 30% de réserves,
Le CDC CFO en faux plancher doit être de 30cm,
Appeler les TD avec les noms correspondant au synoptique (ex., TD CFO BX R+1_1),
Indiquer l’ouverture des gaines Cfa/ SGX/SSI/ OPE2 dans la circulation centrale,
Y-a-t-il un lien à prévoir entre la gaine OPE2 et le local VDI ?
Aucun CDC SSI n’est prévu horizontalement. Si un câblage SSI existe sur le plateau, indiquer par quel CDC il est distribué,
Prévoir les fourreaux pour le passage des câbles aux endroits d’interruption des CDC,
Où passe le CDC sono, prévu dans la légende ?
PM : Sous réserve de validation de la synthèse,
PM : Les chemins de câbles CFO et Cfa doivent être écartés de 30cm,
PM : Sous réserve de fourniture et validation des fiches produits des matériels"
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R5_145506;PLAN CDC CFO-CFA-SSI R+5;24/3/2026;B031;PLN;145 506;A;TX;pdf;;;24/03/26;X;08/04/26;VAO;;;;;;;31/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
Veuillez fournir la note de dimensionnement de chemins de câbles en prenant en compte les 30% de réserves,
Le CDC CFO en faux plancher doit être de 30cm,
Appeler les TD avec les noms correspondant au synoptique (ex., TD CFO BX R+1_1),
Indiquer l’ouverture des gaines Cfa/ SGX/SSI/ OPE2 dans la circulation centrale,
Y-a-t-il un lien à prévoir entre la gaine OPE2 et le local VDI ?
Aucun CDC SSI n’est prévu horizontalement. Si un câblage SSI existe sur le plateau, indiquer par quel CDC il est distribué,
Prévoir les fourreaux pour le passage des câbles aux endroits d’interruption des CDC,
Pourquoi le CDC CFO PB passe directement dans les bureaux (axes B5-B6) et non pas dans le couloir ?
Où passe le CDC sono, prévu dans la légende ?
PM : Sous réserve de validation de la synthèse,
PM : Les chemins de câbles CFO et Cfa doivent être écartés de 30cm,
PM : Sous réserve de fourniture et validation des fiches produits des matériels"
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R6_145507;PLAN CDC CFO-CFA-SSI R+6;24/3/2026;B031;PLN;145 507;A;TX;pdf;;;24/03/26;X;08/04/26;VAO;;;;;;;31/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
Veuillez fournir la note de dimensionnement de chemins de câbles en prenant en compte les 30% de réserves,
Appeler les TD avec les noms correspondant au synoptique (ex., TD CFO BX R+6_1),
Aucun CDC SSI n’est prévu horizontalement. Si un câblage SSI existe sur le plateau, indiquer par quel CDC il est distribué,
Prévoir les fourreaux pour le passage des câbles aux endroits d’interruption des CDC,
PH : d’où remonte le CDC SGX ? il ne semble pas être dévoyé au R+5,
Plusieurs gaines axes BF – B4 (SSI, OPE2, CFA, SGX) ont été supprimées par rapport à l’indice d’avant. Elles apparaissent sur le plan de l’architecte. Confirmer leur suppression,
Où passe le CDC sono, prévu dans la légende ?
PM : Sous réserve de validation de la synthèse,
PM : Les chemins de câbles CFO et Cfa doivent être écartés de 30cm,
PM : Sous réserve de fourniture et validation des fiches produits des matériels"
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R7_145508;PLAN CDC CFO-CFA-SSI R+7;24/3/2026;B031;PLN;145 508;A;TX;pdf;;;24/03/26;X;08/04/26;VAO;;;;;;;31/3/2026;;VAO;;;;;;;;;;"EGIS : VAO
Veuillez fournir la note de dimensionnement de chemins de câbles en prenant en compte les 30% de réserves,
Aucun CDC SSI n’est prévu horizontalement. Si un câblage SSI existe sur le plateau, indiquer par quel CDC il est distribué,
Prévoir les fourreaux pour le passage des câbles aux endroits d’interruption des CDC,
Où passe le CDC sono, prévu dans la légende ?
PM : Sous réserve de validation de la synthèse,
PM : Les chemins de câbles CFO et Cfa doivent être écartés de 30cm,
PM : Sous réserve de fourniture et validation des fiches produits des matériels"
P17_T2_IN_EXE_BEN_CFO_B031_DET_BZ_TX_145540;Crosses terrasses;6/3/2026;B031;DET;145 540;A;TX;pdf;;;06/03/26;X;21/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R0_145601;PLAN ECLAIRAGE RDC;27/3/2026;B031;PLN;145 601;A;R0;pdf;;;27/03/26;X;11/04/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R1_145602;PLAN ECLAIRAGE R+1;27/3/2026;B031;PLN;145 602;A;R1;pdf;;;27/03/26;X;11/04/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R2_145603;Plan d'implatation Eclairage R+2;13/3/2026;B031;PLN;145 603;A;R2;pdf;1;;13/03/26;X;28/03/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R2_145603;PLAN ECLAIRAGE R+2;27/3/2026;B031;PLN;145 603;A;R2;pdf;;;27/03/26;X;11/04/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R3_145604;PLAN ECLAIRAGE R+3;27/3/2026;B031;PLN;145 604;A;R3;pdf;;;27/03/26;X;11/04/26;;;;;;;;;;;;;;;;;;;;
P17_T2_BX_EXE_BEN_CFO_B031_PLN_BZ_R4_145605;PLAN ECLAIRAGE R+4;27/3/2026;B031;PLN;145 605;A;R4;pdf;;;27/03/26;X;11/04/26;;;;;;;;;;;;;;;;;;;;
