item_id,numero,indice,family_key,subject_label,emetteur_code,emetteur_name,primary_actor,actor_to_call,action_bucket,action_label,plain_reason,recommended_action,risk_level,evidence_summary,days_open,days_late,current_state,normalized_score_100,is_internal_moex_exposure,is_external_attackable,chain_observations_summary,chain_observations_full,chain_observations_refs,consultant_reports_summary,consultant_reports_full,consultant_reports_refs,consultant_reports_available
345021__C,345021,C,345021,SNIE — PLAN DE RESEAUX_NIVEAU R2.pdf,SNI,SNIE,BET Electricité,BET Electricité,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Electricité depuis 245 jours.,Relancer BET Electricité; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,275,245,OPEN_WAITING_MIXED_CONSULTANTS,17.41057988225062,False,True,C 0-SAS VSO-SAS; C ARCHITECTE VAO; C AMO HQE HM,"[{""indice"": ""C"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": ""Les indices A et B ne sont pas diffusé sur la GED""}, {""indice"": ""C"", ""reviewer"": ""ARCHITECTE"", ""status"": ""VAO"", ""comment"": ""MOX_250806_VISA_H31-09_CDC_R01234_iBC - VAO\n_sous réserve de validation de la synthèse technique et synthèse terminaux""}, {""indice"": ""C"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""C"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""FAV"", ""comment"": ""Avis favorable sur les dispositions proposées.\nPour mémoire1: l'éclairage de sécurité des circulations des chambres, escaliers jusqu'à l'exterieur du batiment hotel et auberge devra être du type BAES/BAEH\nPour mémoire 2: les implantations des materiels electriques dans les salles d'eau des chambres hotel et auberge devront respecter les volumes de sécurité definis au chapire 7-701 de la NFC15100""}]","[""C"", ""C"", ""C"", ""C""]",,[],[],False
345004__A,345004,A,345004,SNIE — CHAMBRES TYPE R+1 101 - 102 - 103 .pdf,SNI,SNIE,BET Electricité,BET Electricité,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Electricité depuis 316 jours.,Relancer BET Electricité; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,346,316,OPEN_WAITING_MIXED_CONSULTANTS,18.14490784103833,False,True,A 0-SAS VSO-SAS; A ARCHITECTE VAO; A AMO HQE HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""VAO"", ""comment"": ""MOX_250603_VISA_H31-05_CHAMBRE_TYPE_iA_VAO_sous réserve de validation de la synthèse terminaux avec lots CVC/PB_transmettre des plans d'élévations _revoir la légende en utilisant les dénominations marché (notamment pour les luminaires)_hauteur des appliques des miroirs à confirmer avec la synthèse et carnet de matériels sanitaires._détecteur optique de fumée à déplacer le plus possible dans un angle de la pièce si possible._attention à bien respecter l'implantation des largeurs de lits sur plans architecte pour l'implantation des blocs prises et liseuses en tête de lit.""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""FAV"", ""comment"": ""Avis favorable sur les dispositions proposées.\nPour mémoire1: l'éclairage de sécurité des circulations des chambres, escaliers jusqu'à l'exterieur du batiment hotel et auberge devra être du type BAES/BAEH\nPour mémoire 2: les implantations des materiels electriques dans les salles d'eau des chambres hotel et auberge devront respecter les volumes de sécurité definis au chapire 7-701 de la NFC15100""}]","[""A"", ""A"", ""A"", ""A""]",,[],[],False
345005__A,345005,A,345005,SNIE — CHAMBRES TYPE R+1 - 109.pdf,SNI,SNIE,BET Electricité,BET Electricité,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Electricité depuis 316 jours.,Relancer BET Electricité; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,346,316,OPEN_WAITING_MIXED_CONSULTANTS,18.14490784103833,False,True,A 0-SAS VSO-SAS; A ARCHITECTE VAO; A AMO HQE HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""VAO"", ""comment"": ""MOX_250603_VISA_H31-05_CHAMBRE_TYPE_iA_VAO_sous réserve de validation de la synthèse terminaux avec lots CVC/PB_transmettre des plans d'élévations _revoir la légende en utilisant les dénominations marché (notamment pour les luminaires)_hauteur des appliques des miroirs à confirmer avec la synthèse et carnet de matériels sanitaires._détecteur optique de fumée à déplacer le plus possible dans un angle de la pièce si possible._attention à bien respecter l'implantation des largeurs de lits sur plans architecte pour l'implantation des blocs prises et liseuses en tête de lit.""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""FAV"", ""comment"": ""Avis favorable sur les dispositions proposées.\nPour mémoire1: l'éclairage de sécurité des circulations des chambres, escaliers jusqu'à l'exterieur du batiment hotel et auberge devra être du type BAES/BAEH\nPour mémoire 2: les implantations des materiels electriques dans les salles d'eau des chambres hotel et auberge devront respecter les volumes de sécurité definis au chapire 7-701 de la NFC15100""}]","[""A"", ""A"", ""A"", ""A""]",,[],[],False
345006__A,345006,A,345006,SNIE — CHAMBRES TYPE R+1 - 110.pdf,SNI,SNIE,BET Electricité,BET Electricité,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Electricité depuis 316 jours.,Relancer BET Electricité; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,346,316,OPEN_WAITING_MIXED_CONSULTANTS,18.14490784103833,False,True,A 0-SAS VSO-SAS; A ARCHITECTE VAO; A AMO HQE HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""VAO"", ""comment"": ""MOX_250603_VISA_H31-05_CHAMBRE_TYPE_iA_VAO_sous réserve de validation de la synthèse terminaux avec lots CVC/PB_transmettre des plans d'élévations _revoir la légende en utilisant les dénominations marché (notamment pour les luminaires)_hauteur des appliques des miroirs à confirmer avec la synthèse et carnet de matériels sanitaires._détecteur optique de fumée à déplacer le plus possible dans un angle de la pièce si possible._attention à bien respecter l'implantation des largeurs de lits sur plans architecte pour l'implantation des blocs prises et liseuses en tête de lit.""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""FAV"", ""comment"": ""Avis favorable sur les dispositions proposées.\nPour mémoire1: l'éclairage de sécurité des circulations des chambres, escaliers jusqu'à l'exterieur du batiment hotel et auberge devra être du type BAES/BAEH\nPour mémoire 2: les implantations des materiels electriques dans les salles d'eau des chambres hotel et auberge devront respecter les volumes de sécurité definis au chapire 7-701 de la NFC15100""}]","[""A"", ""A"", ""A"", ""A""]",,[],[],False
345007__A,345007,A,345007,SNIE — CHAMBRES TYPE R+1 - 118.pdf,SNI,SNIE,BET Electricité,BET Electricité,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Electricité depuis 316 jours.,Relancer BET Electricité; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,346,316,OPEN_WAITING_MIXED_CONSULTANTS,18.14490784103833,False,True,A 0-SAS VSO-SAS; A ARCHITECTE VAO; A AMO HQE HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""VAO"", ""comment"": ""MOX_250603_VISA_H31-05_CHAMBRE_TYPE_iA_VAO_sous réserve de validation de la synthèse terminaux avec lots CVC/PB_transmettre des plans d'élévations _revoir la légende en utilisant les dénominations marché (notamment pour les luminaires)_hauteur des appliques des miroirs à confirmer avec la synthèse et carnet de matériels sanitaires._détecteur optique de fumée à déplacer le plus possible dans un angle de la pièce si possible._attention à bien respecter l'implantation des largeurs de lits sur plans architecte pour l'implantation des blocs prises et liseuses en tête de lit.""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""FAV"", ""comment"": ""Avis favorable sur les dispositions proposées.\nPour mémoire1: l'éclairage de sécurité des circulations des chambres, escaliers jusqu'à l'exterieur du batiment hotel et auberge devra être du type BAES/BAEH\nPour mémoire 2: les implantations des materiels electriques dans les salles d'eau des chambres hotel et auberge devront respecter les volumes de sécurité definis au chapire 7-701 de la NFC15100""}]","[""A"", ""A"", ""A"", ""A""]",,[],[],False
345008__A,345008,A,345008,SNIE — CHAMBRES TYPE R+6 - 613.pdf,SNI,SNIE,BET Electricité,BET Electricité,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Electricité depuis 316 jours.,Relancer BET Electricité; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,346,316,OPEN_WAITING_MIXED_CONSULTANTS,18.14490784103833,False,True,A 0-SAS VSO-SAS; A ARCHITECTE VAO; A AMO HQE HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""ARCHITECTE"", ""status"": ""VAO"", ""comment"": ""MOX_250603_VISA_H31-05_CHAMBRE_TYPE_iA_VAO_sous réserve de validation de la synthèse terminaux avec lots CVC/PB_transmettre des plans d'élévations _revoir la légende en utilisant les dénominations marché (notamment pour les luminaires)_hauteur des appliques des miroirs à confirmer avec la synthèse et carnet de matériels sanitaires._détecteur optique de fumée à déplacer le plus possible dans un angle de la pièce si possible._attention à bien respecter l'implantation des largeurs de lits sur plans architecte pour l'implantation des blocs prises et liseuses en tête de lit.""}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""FAV"", ""comment"": ""Avis favorable sur les dispositions proposées.\nPour mémoire1: l'éclairage de sécurité des circulations des chambres, escaliers jusqu'à l'exterieur du batiment hotel et auberge devra être du type BAES/BAEH\nPour mémoire 2: les implantations des materiels electriques dans les salles d'eau des chambres hotel et auberge devront respecter les volumes de sécurité definis au chapire 7-701 de la NFC15100""}]","[""A"", ""A"", ""A"", ""A""]",,[],[],False
028311__C,028311,C,028311,Legendre — Armatures de dalles - PH SS-1 - Zone 3.pdf,LGD,Legendre,BET Structure,BET Structure,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Structure depuis 321 jours.,Relancer BET Structure; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,375,321,OPEN_WAITING_MIXED_CONSULTANTS,34.4738074530006,False,True,C 0-SAS VSO-SAS; C AMO HQE HM; B 0-SAS VSO-SAS,"[{""indice"": ""C"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""C"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""B"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""BET Structure"", ""status"": ""VAO"", ""comment"": ""Voir observations sur le pdf joint""}]","[""C"", ""C"", ""B"", ""A"", ""A""]",,[],[],False
028292__C,028292,C,028292,Legendre — Armatures poutres CEP & BP - PH SS-1.pdf,LGD,Legendre,BET Structure,BET Structure,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Structure depuis 327 jours.,Relancer BET Structure; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,399,327,OPEN_WAITING_MIXED_CONSULTANTS,34.4738074530006,False,True,C 0-SAS VSO-SAS; C AMO HQE HM; B 0-SAS VSO-SAS,"[{""indice"": ""C"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""C"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""B"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""B"", ""reviewer"": ""BET Structure"", ""status"": ""VAO"", ""comment"": ""Voir fiche examen TERRELL n°/ref 2844-17&Co-TRS-FE033""}, {""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}]","[""C"", ""C"", ""B"", ""B"", ""A""]",,[],[],False
028298__C,028298,C,028298,Legendre — Armatures de dalles - PH SS-1 - Zone 1.pdf,LGD,Legendre,BET Structure,BET Structure,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Structure depuis 327 jours.,Relancer BET Structure; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,380,327,OPEN_WAITING_MIXED_CONSULTANTS,34.4738074530006,False,True,C 0-SAS VSO-SAS; C AMO HQE HM; B 0-SAS VSO-SAS,"[{""indice"": ""C"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""C"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""B"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""B"", ""reviewer"": ""BET Structure"", ""status"": ""VAO"", ""comment"": ""Voir observations sur visa TERRELL N°2844-17&Co-TRS-FE036\n- A proximité de l'escalier PK.02, dans les gaines, une zone avec une trémie sur le plan de coffrage 028280_D est en fait une dalle armée sur ce présent plan de ferraillage :à mettre en cohérence (trémie OU plancher ?) \n- PPV09 : Les armatures tirant de la PV devraient être prolongés jusque dans la poutreB554 pour assurer leur ancrage. Prolonger la flèche qui indique la PV et augmenterles longueurs des barres (6HA25)""}, {""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}]","[""C"", ""C"", ""B"", ""B"", ""A""]",,[],[],False
028299__A,028299,A,028299,Legendre — Armatures de dalles - PH SS-1 - Zone 2.pdf,LGD,Legendre,BET Structure,BET Structure,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Structure depuis 327 jours.,Relancer BET Structure; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,357,327,OPEN_WAITING_MIXED_CONSULTANTS,20.338529470796814,False,True,A 0-SAS VSO-SAS; A AMO HQE HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A""]",,[],[],False
028268__B,028268,B,028268,Legendre — Armatures Dalle PH SS-2-Zone 1.pdf,LGD,Legendre,BET Structure,BET Structure,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Structure depuis 376 jours.,Relancer BET Structure; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,417,376,OPEN_WAITING_MIXED_CONSULTANTS,22.372382417876494,False,True,B 0-SAS VSO-SAS; B AMO HQE HM; A 0-SAS VSO-SAS,"[{""indice"": ""B"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""B"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}]","[""B"", ""B"", ""A""]",,[],[],False
028270__B,028270,B,028270,Legendre — Armatures dalle - PH SS-2 - Zone 3.pdf,LGD,Legendre,BET Structure,BET Structure,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Structure depuis 384 jours.,Relancer BET Structure; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,422,384,OPEN_WAITING_MIXED_CONSULTANTS,22.372382417876494,False,True,B 0-SAS VSO-SAS; B AMO HQE HM; A 0-SAS VSO-SAS,"[{""indice"": ""B"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""B"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}]","[""B"", ""B"", ""A""]",,[],[],False
028263__B,028263,B,028263,Legendre — Armatures poutres et BP CEP - PH SS-2 - Zone 2.pdf,LGD,Legendre,BET Structure,BET Structure,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Structure depuis 392 jours.,Relancer BET Structure; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with primary consultant review flow.,448,392,OPEN_WAITING_PRIMARY_CONSULTANT,21.516023282264,False,True,B 0-SAS VSO-SAS; B Bureau de Contrôle FAV; B AMO HQE HM,"[{""indice"": ""B"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""B"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""FAV"", ""comment"": ""Disposition particulière : \n- Corbeau : Recouvrement des barres avec les cadres de la poutres\n- Ancrage des armatures inférieures sur appui intermédiaires \n\nAvis favorable sur les dispositions examinées.""}, {""indice"": ""B"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""FAV"", ""comment"": ""Disposition particulière : \n- Corbeau : Recouvrement des barres avec les cadres de la poutres\n- Ancrage des armatures inférieures sur appui intermédiaires \n\nAvis favorable sur les dispositions examinées.""}]","[""B"", ""B"", ""B"", ""A"", ""A""]",,[],[],False
028264__B,028264,B,028264,Legendre — P17_T2_IN_EXE_LGD_GOE_I003_ARM_I3_S2_028264-B_Armatures poutres et BP CEP - PH SS-2 - Zone 3.pdf,LGD,Legendre,BET Structure,BET Structure,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Structure depuis 392 jours.,Relancer BET Structure; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,428,392,OPEN_WAITING_MIXED_CONSULTANTS,22.372382417876494,False,True,B 0-SAS VSO-SAS; B AMO HQE HM; A 0-SAS VSO-SAS,"[{""indice"": ""B"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": ""Attention a bien renseigner le \""Libellé\"" avec l'objet du plan et non la référence""}, {""indice"": ""B"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}]","[""B"", ""B"", ""A""]",,[],[],False
028269__A,028269,A,028269,Legendre — Armature dalle - PH SS-2 - Zone 2.pdf,LGD,Legendre,BET Structure,BET Structure,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Structure depuis 392 jours.,Relancer BET Structure; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,422,392,OPEN_WAITING_MIXED_CONSULTANTS,20.338529470796814,False,True,A 0-SAS VSO-SAS; A AMO HQE HM,"[{""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}]","[""A"", ""A""]",,[],[],False
028240__C,028240,C,028240,Legendre — Armatures de Dalles PH SS-3 - Zone 3.pdf,LGD,Legendre,BET Structure,BET Structure,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Structure depuis 398 jours.,Relancer BET Structure; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with primary consultant review flow.,521,398,OPEN_WAITING_PRIMARY_CONSULTANT,34.02020472335586,False,True,C 0-SAS VSO-SAS; C Bureau de Contrôle SUS; C AMO HQE HM,"[{""indice"": ""C"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""C"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""SUS"", ""comment"": ""Dispositions générales examinées favorables : \n- Détails d'armatures en bord libre, au droit des JD : U de fermetures prévues. \n- Vérification de non poinçonnement des planchers confirmé par le BET de l'entreprise\n\nDisposition nécessitant une action de l'entreprise : \n\n- Dispositions plancher dalles au droit des poteaux intérieurs : Armatures 0.5At conforme §9.4 de la NF EN 1992-1-1 sur les poteaux intérieurs. Le calcul d'au moins un poteau devra être fourni par l'entreprise afin de valider les dispositions mises en œuvre. \n\n\ncf. Avis 569""}, {""indice"": ""C"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""B"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""B"", ""reviewer"": ""BET Structure"", ""status"": ""VAO"", ""comment"": ""Voir observations en pièce jointe""}, {""indice"": ""B"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""SUS"", ""comment"": ""Dispositions générales examinées favorables : \n- Détails d'armatures en bord libre, au droit des JD : U de fermetures prévues. \n- Vérification de non poinçonnement des planchers confirmé par le BET de l'entreprise\n\nDisposition nécessitant une action de l'entreprise : \n\n- Dispositions plancher dalles au droit des poteaux intérieurs : Armatures 0.5At conforme §9.4 de la NF EN 1992-1-1 sur les poteaux intérieurs. Le calcul d'au moins un poteau devra être fourni par l'entreprise afin de valider les dispositions mises en œuvre. \n\n\ncf. Avis 569""}, {""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}]","[""C"", ""C"", ""C"", ""B"", ""B"", ""B"", ""A""]",,[],[],False
028257__B,028257,B,028257,Legendre — Armatures poteaux - PH SS-2 - Zone 2.pdf,LGD,Legendre,BET Structure,BET Structure,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Structure depuis 398 jours.,Relancer BET Structure; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with primary consultant review flow.,455,398,OPEN_WAITING_PRIMARY_CONSULTANT,21.516023282264,False,True,B 0-SAS VSO-SAS; B Bureau de Contrôle SUS; B AMO HQE HM,"[{""indice"": ""B"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""B"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""SUS"", ""comment"": ""Le long de la file GEO P5, ajouter le détail des ferraillage au droit du changement de section des poteaux : \n- Poteau rectangulaire -> Poteau circulaire \n- Poteau rectangulaire -> Poteau excentré ou de dimension différente \n\nConfirmer la bonne prise en compte des efforts d'excentrement dans le modèle. et la reprise des moments par les poteaux inférieurs. \n\nPréciser comment est assuré la continuité d'effort ? Transmission dans poutre ou autre?""}, {""indice"": ""B"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""FAV"", ""comment"": ""Dispositions examinées : \n->  Diamètre minimum des barres longitudinales > 8mm\n-> Asmin respecté\n-> Sclt,max respecté le long du poteau, et espacement réduit au niveau des appuis et noeud à 0.6 Sclt,max\n-> Enrobage des armatures\n\ncf. avis 569""}]","[""B"", ""B"", ""B"", ""A"", ""A""]",,[],[],False
028258__B,028258,B,028258,Legendre — Armatures poteaux - PH SS-2 - Zone 3.pdf,LGD,Legendre,BET Structure,BET Structure,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Structure depuis 398 jours.,Relancer BET Structure; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with primary consultant review flow.,455,398,OPEN_WAITING_PRIMARY_CONSULTANT,21.516023282264,False,True,B 0-SAS VSO-SAS; B Bureau de Contrôle SUS; B AMO HQE HM,"[{""indice"": ""B"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""B"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""SUS"", ""comment"": ""Le long de la file GEO P5, ajouter le détail des ferraillage au droit du changement de section des poteaux : \n- Poteau rectangulaire -> Poteau circulaire \n- Poteau rectangulaire -> Poteau excentré ou de dimension différente \n\nConfirmer la bonne prise en compte des efforts d'excentrement dans le modèle. et la reprise des moments par les poteaux inférieurs. \n\nPréciser comment est assuré la continuité d'effort ? Transmission dans poutre ou autre?""}, {""indice"": ""B"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""Bureau de Contrôle"", ""status"": ""FAV"", ""comment"": ""Dispositions examinées : \n->  Diamètre minimum des barres longitudinales > 8mm\n-> Asmin respecté\n-> Sclt,max respecté le long du poteau, et espacement réduit au niveau des appuis et noeud à 0.6 Sclt,max\n-> Enrobage des armatures\n\ncf. avis 569""}]","[""B"", ""B"", ""B"", ""A"", ""A""]",,[],[],False
028261__B,028261,B,028261,Legendre — Armatures Verticaux - PH SS-2 - Zone 3.pdf,LGD,Legendre,BET Structure,BET Structure,CONSULTANT_A_ATTAQUER,Consultant à attaquer,En attente de BET Structure depuis 398 jours.,Relancer BET Structure; escalader si pas de réponse sous 5 jours.,LOW,Active chain currently under controlled pressure. | Current blocker sits with multiple consultant review flows.,455,398,OPEN_WAITING_MIXED_CONSULTANTS,22.372382417876494,False,True,B 0-SAS VSO-SAS; B AMO HQE HM; A 0-SAS VSO-SAS,"[{""indice"": ""B"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}, {""indice"": ""B"", ""reviewer"": ""AMO HQE"", ""status"": ""HM"", ""comment"": """"}, {""indice"": ""A"", ""reviewer"": ""0-SAS"", ""status"": ""VSO-SAS"", ""comment"": """"}]","[""B"", ""B"", ""A""]",,[],[],False
